gestora;titulo;subtitulo;url;alvo;classificacao;interesse;resposta_modelo;texto;descricao;justificativa_alvo
Xp Investimentos;Ibovespa avança com Petrobras e Itaú e volta a rondar 146 mil pontos — TradingView News;Por Paula Arend Laier    O Ibovespa avançava nesta terça-feira, voltando a orbitar os 146 mil pontos, com as ações da Petrobras entre os principais suportes, endossadas pela alta do petróleo no exterior, assim como os papéis de bancos, com destaque para as preferenciais do Itaú Unibanco, com elevaç…;https://br.tradingview.com/news/reuters.com,2025:newsml_L2N3VA0H9:0/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Editora Roncarati - Insight Session do 46º CBPP abordará autonomia financeira pelas lentes do digital | Artigos e Notícias;Banco de Dados contendo a legislação para os setores de seguros, resseguros, previdência complementar, capitalização, microsseguros e saúde suplementar.;https://www.editoraroncarati.com.br/v2/Artigos-e-Noticias/Artigos-e-Noticias/Insight-Session-do-46%C2%BA-CBPP-abordara-autonomia-financeira-pelas-lentes-do-digital.html;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Por R$ 57 bilhões, ônibus grátis para todos os brasileiros pode ser liberado;O Brasil está prestes a vivenciar uma transformação significativa no transporte público. O presidente Luiz Inácio Lula da Silva está analisando a viabilidade;https://defatoonline.com.br/mundo/por-r-57-bilhoes-onibus-gratis-para-todos-os-brasileiros-pode-ser-liberado/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Romeu Montenegro, ex-Credit Suisse, se junta à consultoria da XP - Portal Folha R;De acordo com a empresa, chegada do executivo marca a expansão da oferta de serviços personalizados para clientes, em linha com a estratégia multicanal da instituição;https://folhar.com.br/romeu-montenegro-ex-credit-suisse-se-junta-a-consultoria-da-xp/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Gustavo Franco: governo aperta “tecla G de gastar” e jovens terão dívida de R$ 8 tri;Segundo o economista, a situação brasileira pode sinalizar dominância fiscal - conceito que indica que o desequilíbrio das contas públicas passa a comandar a política econômica;https://www.infomoney.com.br/economia/gustavo-franco-governo-aperta-tecla-g-de-gastar-e-jovens-terao-divida-de-r-8-tri/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Falta de informação do RH trava expansão de previdência privada - Estadão;Pesquisa mostra que só 24% dos profissionais da área trabalham em empresas que oferecem o benefício;https://www.estadao.com.br/economia/coluna-do-broad/falta-de-informacao-do-rh-trava-expansao-da-previdencia-mostra-estudo-da-mio-vinci-partners/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Com squad histórico de mais de 100 influenciadores, Sunless lança campanha de verão “Proteção tem marca!” - Jornal do Brás;Com foco na temporada 2026, a campanha aposta em grandes influenciadores, comunicação segmentada, squads regionais e ativações em eventos;https://jornaldobras.com.br/noticia/89218/com-squad-historico-de-mais-de-100-influenciadores-sunless-lanca-campanha-de-verao-protecao-tem-marca;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Como o governo pretende reequilibrar o aeroporto do Galeão;Agência Nacional de Aviação Civil (Anac) abriu consulta pública sobre venda assistida da concessão do Galeão. Leia na Gazeta do Povo.;https://www.gazetadopovo.com.br/brasil/como-governo-pretende-reequilibrar-concessao-aeroporto-do-galeao/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Financeiras em destaque na J.Safra Investment Conference;Especialistas resumem os principais tópicos discutidos durante as reuniões na J.Safra Investment Conference com as financeiras não bancárias;https://oespecialista.com.br/financeiras-j-safra-investiment-conference/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Em diálogo com grandes nomes do mercado, Renan Filho destaca carteira da pasta e o aumento da participação da iniciativa privada no setor — Ministério dos Transportes;"Macro Day 2025 aconteceu nesta segunda (22), em São Paulo; ministro detalhou os projetos em andamento e a preparação para os novos leilões";https://www.gov.br/transportes/pt-br/assuntos/noticias/2025/09/em-dialogo-com-grandes-nomes-do-mercado-renan-filho-destaca-carteira-da-pasta-e-o-aumento-da-participacao-da-iniciativa-privada-no-setor;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Greta Thunberg Exorta Ação Internacional contra Israel por Ofensiva em Gaza - Investimentos e Notícias;Greta Thunberg desafia países a pressionarem Israel sobre Gaza, buscando romper bloqueio e entregar suprimentos humanitários.;https://www.investimentosenoticias.com.br/noticias/politica/greta-thunberg-exorta-acao-internacional-contra-israel-por-ofensiva-em-gaza/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;SNEL11, ZAGH11, XPLG11 e LVBI11: Bom Dia FIIs (23/9);"SNEL11 alcança marca de 45 mil cotistas; ZAGH11 divulgou relatório detalhado e XPLG11 anunciou novo contrato para imóvel no interior de SP.";https://fiis.com.br/noticias/bom-dia-fiis-230925/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Mercado de Café e Outras Commodities: Queda nos Contratos Futuros e Expectativas de Revisão de Tarifas - Investimentos e Notícias;"Mercado de café cai após possível encontro entre Trump e Lula; cacau e açúcar têm leves oscilações.";https://www.investimentosenoticias.com.br/noticias/politica/mercado-de-cafe-e-outras-commodities-queda-nos-contratos-futuros-e-expectativas-de-revisao-de-tarifas/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Fundo imobiliário de escritórios vende imóvel e reduz alavancagem;Fundo imobiliário VINO11 vendeu um imóvel em Alphaville por R$ 40 milhões. Saiba como a operação impacta o portfólio do FII.;https://fiis.com.br/noticias/fundo-imobiliario-vino11-venda-alphaville/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Banco Central reforça Selic em 15% por período 'bastante prolongado' em ata do Copom;BC disse que atividade desacelera em ritmo esperado e que melhora da inflação ainda é incompatível com cumprimento da meta;https://oglobo.globo.com/economia/noticia/2025/09/23/banco-central-publica-ata-do-copom-que-detalha-manutencao-da-selic-em-15percent.ghtml;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Presença feminina no mercado investidor está em alta em MT | Midia Jur;Em Mato Grosso, a presença das mulheres no mercado de investimentos tem aumentado acima da média nacional. O ano de 2024 fechou com 16.988...;https://www.midiajur.com.br/economia/presenca-feminina-no-mercado-investidor-esta-em-alta-em-mt/73367;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Tivio;Banco Central do Brasil;Banco Central do Brasil;https://www.bcb.gov.br/estabilidadefinanceira/exibenormativo?tipo=Comunicado&numero=43909;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Presença feminina no mercado investidor está em alta em MT :: Leiagora | Playagora | Entretê;Em Mato Grosso, a presença das mulheres no mercado de investimentos tem aumentado acima da média nacional. O ano de 2024 fechou com 16.988 mulheres investidoras no Estado, número que corresponde a um crescimento de 8% em relação a 2023. No Brasil, o ...;https://www.leiagora.com.br/noticia/177397/presenca-feminina-no-mercado-investidor-esta-em-alta-em-mt;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Do pessimismo à euforia: os fundos imobiliários como espelho do mercado - ES360;Os fundos imobiliários ilustram a volatilidade do mercado financeiro, alternando entre crise e euforia conforme expectativas de juros e inflação;https://es360.com.br/colunas/do-pessimismo-a-euforia-os-fundos-imobiliarios-como-espelho-do-mercado;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;Mirza Fakhrul nega a entrevista indiana de EI Samay | Fakhrul descarta a entrevista de EI Samay como 'Ai-Geração' | Regional Paulista;Mirza Fakhrul nega a entrevista indiana de EI Samay | Fakhrul descarta a entrevista de EI Samay como 'Ai-Geração' | Regional Paulista;https://regionalpaulista.com.br/mundo/mirza-fakhrul-nega-a-entrevista-indiana-de-ei-samay-fakhrul-descarta-a-entrevista-de-ei-samay-como-ai-geracao/85673/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;EI Samay Entrevista Ai gerou: Fakhrul | Regional Paulista;EI Samay Entrevista Ai gerou: Fakhrul | Regional Paulista;https://regionalpaulista.com.br/mundo/ei-samay-entrevista-ai-gerou-fakhrul/85347/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;Negação do protocolo VVIP do aeroporto Exposto de delegação ao risco: Governo interino | Regional Paulista;Negação do protocolo VVIP do aeroporto Exposto de delegação ao risco: Governo interino | Regional Paulista;https://regionalpaulista.com.br/mundo/negacao-do-protocolo-vvip-do-aeroporto-exposto-de-delegacao-ao-risco-governo-interino/85301/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;QMC Telecom completa emissão de R$ 1,6 bilhão em debêntures  | DPL News;A QMC Telecom do Brasil Cessão de Infraestrutura S.A., subsidiária brasileira da QMC Telecom, especializada em soluções de;https://dplnews.com/qmc-telecom-completa-emissao-de-r-16-bilhao-em-debentures/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Empresa assume controle da Azevedo & Travassos (AZEV4) e prepara OPA para fechar capital – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro;O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026;https://einvestidor.estadao.com.br/ultimas/azevedo-travassos-azev4-empresa-assume-totalidade-acoes-opa-cvm/?amp;S;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"O valor da operação saiu pelo preço unitário de R$ 0,39 por ação ordinária e de R$ 0,40 por ação preferencial. O número de ações totais representa 40,15% do capital social da companhia. O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026, informou a empresa.

Com a transação, a Nemesis passou a deter 54,38% do capital social total da Azevedo & Travassos (AZEV4) e deverá apresentar pedido de registro de oferta pública para aquisição de ações (OPA) dirigida a todos os acionistas por, no mínimo, 80% do valor por ação pago na operação. O pedido de registro da OPA será protocolado perante a CVM.";A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.;"{""alvo"":""S"",""descricao"":""A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.""}"
Bnp;Revolut pondera aquisição de banco nos EUA para acelerar expansão global;A Revolut quer crescer nos EUA e planeia uma aquisição ou licença bancária. A ‘fintech’ abriu a nova sede global em Londres e planeia um investimento de 11,5 mil milhões nos próximos cinco anos.;https://sapo.pt/artigo/revolut-pondera-aquisicao-de-banco-nos-eua-para-acelerar-expansao-global-68d2bd87ba33a196b1d7459d;N;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"Se consideras que o resumo não está claro ou não reflete bem o conteúdo, envia o teu feedback . A tua opinião é importante para ajudar a melhorar esta funcionalidade!

Este resumo foi criado com recurso a inteligência artificial. Embora esta tecnologia tenha sido concebida para ser útil e precisa, pode conter erros ou não captar todas as nuances importantes do artigo.

A Revolut está a ponderar uma aquisição nos EUA, de forma a acelerar a sua expansão global, de acordo com as declarações do CEO da empresa no país, Sid Jajodia. O líder da instituição referiu que as opções em cima da mesa são uma aquisição ou tentar obter uma licença bancária.

O banco digital inaugurou nesta terça-feira a sua nova sede global em Canary Wharf, em Londres. O cofundador e CEO da Revolut, Nik Storonsky, reiterou que a empresa está comprometida com o Reino Unido como o seu país. “Esta decisão estratégica reforça as raízes da empresa no Reino Unido e a sua visão de se tornar o principal prestador de serviços financeiros”, acrescenta a empresa em comunicado.

A ‘fintech’ britânica adiantou ainda que pretende fazer um investimento de 11,5 mil milhões de euros nos próximos cinco anos, bem como a criação de 10 mil empregos por todo o mundo. Mais especificamente, isto engloba um financiamento para “regiões estabelecidas e de elevado crescimento”. Aqui entra um compromisso de 3,4 mil milhões no Reino Unido, mil milhões para o ‘hub’ da Europa Ocidental em França e 425 milhões para acelerar as operações nos EUA.

A Revolut pretende ainda entrar em mais de 30 novos mercados até 2030. Neste sentido, “os investimentos irão também impulsionar um crescimento adicional noutros mercados europeus, bem como lançamentos em novos mercados na América Latina, APAC e Médio Oriente”, informa a empresa.

Na América Latina, a Revolut destaca o lançamento como banco no México é esperado para o início do próximo ano e mantém os planos para avançar na Colômbia e na Argentina, com um novo pedido de licença bancária em preparação para 2025, revela. Na Ásia, a empresa já assegurou a licença na Índia e estabeleceu um ‘hub’ tecnológico global nas Filipinas. Na Oceânia, está em processo de obtenção de licenças na Austrália e Nova Zelândia.

A expansão no Médio Oriente está a começar, tendo conseguido uma licença temporária de pagamentos, recorda a Revolut. Em África, a empresa indica que está a “dar os primeiros passos”, com a África do Sul como ponto de partida.

Na Europa, a ‘fintech’ destaca a criação da nova sede para a Europa Ocidental em Paris, à qual se segue o pedido de licença bancária francesa. Sublinharam ainda a abertura das sucursais em Portugal e Bélgica.

A Revolut revelou nesta terça-feira que ultrapassou a marca dos 65 milhões de clientes em todo o mundo. Destes, 12 milhões são no Reino Unido e 1,8 milhões em Portugal. A empresa pretende alcançar os 100 milhões em meados de 2027.";;"{""alvo"":""N""}"
Xp Investimentos;Empresa assume controle da Azevedo & Travassos (AZEV4) e prepara OPA para fechar capital – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro;O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026;https://einvestidor.estadao.com.br/ultimas/azevedo-travassos-azev4-empresa-assume-totalidade-acoes-opa-cvm/?amp;S;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"O valor da operação saiu pelo preço unitário de R$ 0,39 por ação ordinária e de R$ 0,40 por ação preferencial. O número de ações totais representa 40,15% do capital social da companhia. O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026, informou a empresa.

Com a transação, a Nemesis passou a deter 54,38% do capital social total da Azevedo & Travassos (AZEV4) e deverá apresentar pedido de registro de oferta pública para aquisição de ações (OPA) dirigida a todos os acionistas por, no mínimo, 80% do valor por ação pago na operação. O pedido de registro da OPA será protocolado perante a CVM.";A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.;"{""alvo"":""S"",""descricao"":""A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.""}"
Bnp;Revolut pondera aquisição de banco nos EUA para acelerar expansão global;A Revolut quer crescer nos EUA e planeia uma aquisição ou licença bancária. A ‘fintech’ abriu a nova sede global em Londres e planeia um investimento de 11,5 mil milhões nos próximos cinco anos.;https://sapo.pt/artigo/revolut-pondera-aquisicao-de-banco-nos-eua-para-acelerar-expansao-global-68d2bd87ba33a196b1d7459d;N;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"Se consideras que o resumo não está claro ou não reflete bem o conteúdo, envia o teu feedback . A tua opinião é importante para ajudar a melhorar esta funcionalidade!

Este resumo foi criado com recurso a inteligência artificial. Embora esta tecnologia tenha sido concebida para ser útil e precisa, pode conter erros ou não captar todas as nuances importantes do artigo.

A Revolut está a ponderar uma aquisição nos EUA, de forma a acelerar a sua expansão global, de acordo com as declarações do CEO da empresa no país, Sid Jajodia. O líder da instituição referiu que as opções em cima da mesa são uma aquisição ou tentar obter uma licença bancária.

O banco digital inaugurou nesta terça-feira a sua nova sede global em Canary Wharf, em Londres. O cofundador e CEO da Revolut, Nik Storonsky, reiterou que a empresa está comprometida com o Reino Unido como o seu país. “Esta decisão estratégica reforça as raízes da empresa no Reino Unido e a sua visão de se tornar o principal prestador de serviços financeiros”, acrescenta a empresa em comunicado.

A ‘fintech’ britânica adiantou ainda que pretende fazer um investimento de 11,5 mil milhões de euros nos próximos cinco anos, bem como a criação de 10 mil empregos por todo o mundo. Mais especificamente, isto engloba um financiamento para “regiões estabelecidas e de elevado crescimento”. Aqui entra um compromisso de 3,4 mil milhões no Reino Unido, mil milhões para o ‘hub’ da Europa Ocidental em França e 425 milhões para acelerar as operações nos EUA.

A Revolut pretende ainda entrar em mais de 30 novos mercados até 2030. Neste sentido, “os investimentos irão também impulsionar um crescimento adicional noutros mercados europeus, bem como lançamentos em novos mercados na América Latina, APAC e Médio Oriente”, informa a empresa.

Na América Latina, a Revolut destaca o lançamento como banco no México é esperado para o início do próximo ano e mantém os planos para avançar na Colômbia e na Argentina, com um novo pedido de licença bancária em preparação para 2025, revela. Na Ásia, a empresa já assegurou a licença na Índia e estabeleceu um ‘hub’ tecnológico global nas Filipinas. Na Oceânia, está em processo de obtenção de licenças na Austrália e Nova Zelândia.

A expansão no Médio Oriente está a começar, tendo conseguido uma licença temporária de pagamentos, recorda a Revolut. Em África, a empresa indica que está a “dar os primeiros passos”, com a África do Sul como ponto de partida.

Na Europa, a ‘fintech’ destaca a criação da nova sede para a Europa Ocidental em Paris, à qual se segue o pedido de licença bancária francesa. Sublinharam ainda a abertura das sucursais em Portugal e Bélgica.

A Revolut revelou nesta terça-feira que ultrapassou a marca dos 65 milhões de clientes em todo o mundo. Destes, 12 milhões são no Reino Unido e 1,8 milhões em Portugal. A empresa pretende alcançar os 100 milhões em meados de 2027.";;"{""alvo"":""N""}"
Xp Investimentos;"Vibra Energia (VBBR3) conquista grau de investimento da S&P Global; veja motivo – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";A classificação deve contribuir para o crescimento do Ebitda e geração consistente de fluxo de caixa;https://einvestidor.estadao.com.br/ultimas/vibra-energia-vbbr3-sp-global-rating-grau-de-investimento/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Curso de IA gratuito: InfoMoney e XP Educação oferecem 25 mil bolsas de estudo;"O curso gratuito Jornada IA ensina a aplicar Inteligência Artificial em rotinas profissionais e pessoais; saiba mais.";https://www.infomoney.com.br/business/curso-inteligencia-artificial-infomoney-xpe-25-mil-bolsas/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Ibovespa hoje: otimismo com encontro de Lula e Trump sustenta apetite local; veja destaques desta quarta (24) – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";"Expectativa de encontro entre Lula e Trump mantém apetite por ativos locais; Powell ecoa no exterior. Confira os destaques do Ibovespa nesta quarta (24).";https://einvestidor.estadao.com.br/ultimas/ibovespa-hoje-encontro-lula-trump-powell/?amp;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Em diálogo com grandes nomes do mercado, Renan Filho destaca carteira da pasta e o aumento da participação da iniciativa privada no setor — Ministério dos Transportes;"Macro Day 2025 aconteceu nesta segunda (22), em São Paulo; ministro detalhou os projetos em andamento e a preparação para os novos leilões";https://www.gov.br/transportes/pt-br/assuntos/noticias/2025/09/em-dialogo-com-grandes-nomes-do-mercado-renan-filho-destaca-carteira-da-pasta-e-o-aumento-da-participacao-da-iniciativa-privada-no-setor;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Bolsa na máxima após “química” de Trump e Lula; veja investimentos para surfar rali";O bom momento da Bolsa foi reforçado nesta terça-feira (23) após o presidente dos Estados Unidos, Donald Trump, afirmar que teve uma boa conversa com o brasileiro Luiz Inácio Lula da Silva na Assembleia-Geral das Nações Unidas;https://www.infomoney.com.br/onde-investir/bolsa-na-maxima-apos-quimica-de-trump-e-lula-veja-investimentos-para-surfar-rali/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Mercado de Café e Outras Commodities: Queda nos Contratos Futuros e Expectativas de Revisão de Tarifas - Investimentos e Notícias;"Mercado de café cai após possível encontro entre Trump e Lula; cacau e açúcar têm leves oscilações.";https://www.investimentosenoticias.com.br/noticias/politica/mercado-de-cafe-e-outras-commodities-queda-nos-contratos-futuros-e-expectativas-de-revisao-de-tarifas/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Ibovespa futuro enfrenta instabilidade na abertura com foco em encontro de Lula e Trump; dólar sobe a R$ 5,30 – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";"Expectativa de encontro entre Lula e Trump mantém apetite por ativos locais; Powell ecoa no exterior. Confira os destaques do Ibovespa nesta quarta (24).";https://einvestidor.estadao.com.br/ultimas/ibovespa-futuro-encontro-lula-trump-powell/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;OCDE revisa para cima previsão de crescimento global, mas alerta para tarifas dos EUA;"Investimentos em IA e apoio fiscal sustentam economia dos EUA, enquanto China desacelera; política monetária deve permanecer frouxa diante da desaceleração global";https://www.infomoney.com.br/economia/ocde-revisa-para-cima-previsao-de-crescimento-global-mas-alerta-para-tarifas-dos-eua/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;17% ao ano e isento de IR: conheça este investimento ‘fora do radar;"Esta pode ser a última chance de ‘travar’ retornos atrativos e com benefício fiscal antes de possíveis cortes de juros e fim da isenção de IR para investimentos em 2026; saiba como aproveitar";https://www.seudinheiro.com/2025/patrocinado/conteudo-eqi/investimento-fora-do-radar-identificado-pela-eqi-e-oportunidade-para-buscar-retornos-acima-da-taxa-selic/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;SNEL11, ZAGH11, XPLG11 e LVBI11: Bom Dia FIIs (23/9);"SNEL11 alcança marca de 45 mil cotistas; ZAGH11 divulgou relatório detalhado e XPLG11 anunciou novo contrato para imóvel no interior de SP.";https://fiis.com.br/noticias/bom-dia-fiis-230925/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Empresa assume controle da Azevedo & Travassos (AZEV4) e prepara OPA para fechar capital – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro;O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026;https://einvestidor.estadao.com.br/ultimas/azevedo-travassos-azev4-empresa-assume-totalidade-acoes-opa-cvm/?amp;S;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"O valor da operação saiu pelo preço unitário de R$ 0,39 por ação ordinária e de R$ 0,40 por ação preferencial. O número de ações totais representa 40,15% do capital social da companhia. O pagamento será feito em dez parcelas anuais, com início a partir de 23 de setembro de 2026, informou a empresa.

Com a transação, a Nemesis passou a deter 54,38% do capital social total da Azevedo & Travassos (AZEV4) e deverá apresentar pedido de registro de oferta pública para aquisição de ações (OPA) dirigida a todos os acionistas por, no mínimo, 80% do valor por ação pago na operação. O pedido de registro da OPA será protocolado perante a CVM.";A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.;"{""alvo"":""S"",""descricao"":""A Xp Investimentos assume controle da Azevedo & Travassos e prepara OPA para fechar capital.""}"
Bnp;Revolut pondera aquisição de banco nos EUA para acelerar expansão global;A Revolut quer crescer nos EUA e planeia uma aquisição ou licença bancária. A ‘fintech’ abriu a nova sede global em Londres e planeia um investimento de 11,5 mil milhões nos próximos cinco anos.;https://sapo.pt/artigo/revolut-pondera-aquisicao-de-banco-nos-eua-para-acelerar-expansao-global-68d2bd87ba33a196b1d7459d;N;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"Se consideras que o resumo não está claro ou não reflete bem o conteúdo, envia o teu feedback . A tua opinião é importante para ajudar a melhorar esta funcionalidade!

Este resumo foi criado com recurso a inteligência artificial. Embora esta tecnologia tenha sido concebida para ser útil e precisa, pode conter erros ou não captar todas as nuances importantes do artigo.

A Revolut está a ponderar uma aquisição nos EUA, de forma a acelerar a sua expansão global, de acordo com as declarações do CEO da empresa no país, Sid Jajodia. O líder da instituição referiu que as opções em cima da mesa são uma aquisição ou tentar obter uma licença bancária.

O banco digital inaugurou nesta terça-feira a sua nova sede global em Canary Wharf, em Londres. O cofundador e CEO da Revolut, Nik Storonsky, reiterou que a empresa está comprometida com o Reino Unido como o seu país. “Esta decisão estratégica reforça as raízes da empresa no Reino Unido e a sua visão de se tornar o principal prestador de serviços financeiros”, acrescenta a empresa em comunicado.

A ‘fintech’ britânica adiantou ainda que pretende fazer um investimento de 11,5 mil milhões de euros nos próximos cinco anos, bem como a criação de 10 mil empregos por todo o mundo. Mais especificamente, isto engloba um financiamento para “regiões estabelecidas e de elevado crescimento”. Aqui entra um compromisso de 3,4 mil milhões no Reino Unido, mil milhões para o ‘hub’ da Europa Ocidental em França e 425 milhões para acelerar as operações nos EUA.

A Revolut pretende ainda entrar em mais de 30 novos mercados até 2030. Neste sentido, “os investimentos irão também impulsionar um crescimento adicional noutros mercados europeus, bem como lançamentos em novos mercados na América Latina, APAC e Médio Oriente”, informa a empresa.

Na América Latina, a Revolut destaca o lançamento como banco no México é esperado para o início do próximo ano e mantém os planos para avançar na Colômbia e na Argentina, com um novo pedido de licença bancária em preparação para 2025, revela. Na Ásia, a empresa já assegurou a licença na Índia e estabeleceu um ‘hub’ tecnológico global nas Filipinas. Na Oceânia, está em processo de obtenção de licenças na Austrália e Nova Zelândia.

A expansão no Médio Oriente está a começar, tendo conseguido uma licença temporária de pagamentos, recorda a Revolut. Em África, a empresa indica que está a “dar os primeiros passos”, com a África do Sul como ponto de partida.

Na Europa, a ‘fintech’ destaca a criação da nova sede para a Europa Ocidental em Paris, à qual se segue o pedido de licença bancária francesa. Sublinharam ainda a abertura das sucursais em Portugal e Bélgica.

A Revolut revelou nesta terça-feira que ultrapassou a marca dos 65 milhões de clientes em todo o mundo. Destes, 12 milhões são no Reino Unido e 1,8 milhões em Portugal. A empresa pretende alcançar os 100 milhões em meados de 2027.";;"{""alvo"":""N""}"
Xp Investimentos;"Vibra Energia (VBBR3) conquista grau de investimento da S&P Global; veja motivo – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";A classificação deve contribuir para o crescimento do Ebitda e geração consistente de fluxo de caixa;https://einvestidor.estadao.com.br/ultimas/vibra-energia-vbbr3-sp-global-rating-grau-de-investimento/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Ibovespa hoje: otimismo com encontro de Lula e Trump sustenta apetite local; veja destaques desta quarta (24) – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";"Expectativa de encontro entre Lula e Trump mantém apetite por ativos locais; Powell ecoa no exterior. Confira os destaques do Ibovespa nesta quarta (24).";https://einvestidor.estadao.com.br/ultimas/ibovespa-hoje-encontro-lula-trump-powell/?amp;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Curso de IA gratuito: InfoMoney e XP Educação oferecem 25 mil bolsas de estudo;"O curso gratuito Jornada IA ensina a aplicar Inteligência Artificial em rotinas profissionais e pessoais; saiba mais.";https://www.infomoney.com.br/business/curso-inteligencia-artificial-infomoney-xpe-25-mil-bolsas/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Bolsa na máxima após “química” de Trump e Lula; veja investimentos para surfar rali";O bom momento da Bolsa foi reforçado nesta terça-feira (23) após o presidente dos Estados Unidos, Donald Trump, afirmar que teve uma boa conversa com o brasileiro Luiz Inácio Lula da Silva na Assembleia-Geral das Nações Unidas;https://www.infomoney.com.br/onde-investir/bolsa-na-maxima-apos-quimica-de-trump-e-lula-veja-investimentos-para-surfar-rali/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Ibovespa futuro enfrenta instabilidade na abertura com foco em encontro de Lula e Trump; dólar sobe a R$ 5,30 – Tempo Real – Estadão E-Investidor – As principais notícias do mercado financeiro";"Expectativa de encontro entre Lula e Trump mantém apetite por ativos locais; Powell ecoa no exterior. Confira os destaques do Ibovespa nesta quarta (24).";https://einvestidor.estadao.com.br/ultimas/ibovespa-futuro-encontro-lula-trump-powell/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
